70035 silly lifecycle locate-path@2.0.0~preinstall: no script for preinstall, continuing
76540 silly lifecycle safe-buffer@5.1.1~install: no script for install, continuing
76541 silly install string_decoder@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\string_decoder-856dd400
76542 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
76543 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
76544 silly install cipher-base@1.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\cipher-base-6abea8f3
76545 info lifecycle cipher-base@1.0.4~install: cipher-base@1.0.4
76546 silly lifecycle cipher-base@1.0.4~install: no script for install, continuing
76547 silly install browserify-des@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\browserify-des-0ef54935
76548 info lifecycle browserify-des@1.0.0~install: browserify-des@1.0.0
76549 silly lifecycle browserify-des@1.0.0~install: no script for install, continuing
76550 silly install hash-base@3.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\hash-base-4f12ffac
76551 info lifecycle hash-base@3.0.4~install: hash-base@3.0.4
76552 silly lifecycle hash-base@3.0.4~install: no script for install, continuing
76553 silly install md5.js@1.3.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\md5.js-541fbca7
76554 info lifecycle md5.js@1.3.4~install: md5.js@1.3.4
76555 silly lifecycle md5.js@1.3.4~install: no script for install, continuing
76556 silly install evp_bytestokey@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\evp_bytestokey-59e8faf6
76557 info lifecycle evp_bytestokey@1.0.3~install: evp_bytestokey@1.0.3
76558 silly lifecycle evp_bytestokey@1.0.3~install: no script for install, continuing
76559 silly install string_decoder@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\string_decoder-e6da7609
76560 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
76561 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
76562 silly install string_decoder@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\string_decoder-d0794327
76563 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
76564 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
76565 silly install randombytes@2.0.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\randombytes-0065084a
76566 info lifecycle randombytes@2.0.5~install: randombytes@2.0.5
76567 silly lifecycle randombytes@2.0.5~install: no script for install, continuing
76568 silly install browserify-rsa@4.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\browserify-rsa-86b80900
76569 info lifecycle browserify-rsa@4.0.1~install: browserify-rsa@4.0.1
76570 silly lifecycle browserify-rsa@4.0.1~install: no script for install, continuing
76571 silly install diffie-hellman@5.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\diffie-hellman-96b1ec9b
76572 info lifecycle diffie-hellman@5.0.2~install: diffie-hellman@5.0.2
76573 silly lifecycle diffie-hellman@5.0.2~install: no script for install, continuing
76574 silly install randomfill@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\randomfill-4494740b
76575 info lifecycle randomfill@1.0.3~install: randomfill@1.0.3
76576 silly lifecycle randomfill@1.0.3~install: no script for install, continuing
76577 silly install string_decoder@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\string_decoder-5cc7965f
76578 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
76579 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
76580 silly install sax@1.2.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sax-47cbd595
76581 info lifecycle sax@1.2.4~install: sax@1.2.4
76582 silly lifecycle sax@1.2.4~install: no script for install, continuing
76583 silly install schema-utils@0.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\schema-utils-ddb586aa
76584 info lifecycle schema-utils@0.3.0~install: schema-utils@0.3.0
76585 silly lifecycle schema-utils@0.3.0~install: no script for install, continuing
76586 silly install source-map@0.4.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-map-0050e5ab
76587 info lifecycle source-map@0.4.4~install: source-map@0.4.4
76588 silly lifecycle source-map@0.4.4~install: no script for install, continuing
76589 silly install scss-tokenizer@0.2.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\scss-tokenizer-65c9ef9a
76590 info lifecycle scss-tokenizer@0.2.3~install: scss-tokenizer@0.2.3
76591 silly lifecycle scss-tokenizer@0.2.3~install: no script for install, continuing
76592 silly install semver@5.4.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\semver-618539fc
76593 info lifecycle semver@5.4.1~install: semver@5.4.1
76594 silly lifecycle semver@5.4.1~install: no script for install, continuing
76595 silly install debug@2.6.9 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\debug-a6ab6864
76596 info lifecycle debug@2.6.9~install: debug@2.6.9
76597 silly lifecycle debug@2.6.9~install: no script for install, continuing
76598 silly install statuses@1.3.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\statuses-e2c65896
76599 info lifecycle statuses@1.3.1~install: statuses@1.3.1
76600 silly lifecycle statuses@1.3.1~install: no script for install, continuing
76601 silly install set-blocking@2.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\set-blocking-22aae0f8
76602 info lifecycle set-blocking@2.0.0~install: set-blocking@2.0.0
76603 silly lifecycle set-blocking@2.0.0~install: no script for install, continuing
76604 silly install set-immediate-shim@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\set-immediate-shim-a8b13291
76605 info lifecycle set-immediate-shim@1.0.1~install: set-immediate-shim@1.0.1
76606 silly lifecycle set-immediate-shim@1.0.1~install: no script for install, continuing
76607 silly install setimmediate@1.0.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\setimmediate-bc66bcb5
76608 info lifecycle setimmediate@1.0.5~install: setimmediate@1.0.5
76609 silly lifecycle setimmediate@1.0.5~install: no script for install, continuing
76610 silly install setprototypeof@1.0.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\setprototypeof-dd0d73bc
76611 info lifecycle setprototypeof@1.0.3~install: setprototypeof@1.0.3
76612 silly lifecycle setprototypeof@1.0.3~install: no script for install, continuing
76613 silly install sha.js@2.4.9 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sha.js-74dd5922
76614 info lifecycle sha.js@2.4.9~install: sha.js@2.4.9
76615 silly lifecycle sha.js@2.4.9~install: no script for install, continuing
76616 silly install create-hash@1.1.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\create-hash-c5bfeddf
76617 info lifecycle create-hash@1.1.3~install: create-hash@1.1.3
76618 silly lifecycle create-hash@1.1.3~install: no script for install, continuing
76619 silly install browserify-aes@1.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\browserify-aes-76779c20
76620 info lifecycle browserify-aes@1.1.1~install: browserify-aes@1.1.1
76621 silly lifecycle browserify-aes@1.1.1~install: no script for install, continuing
76622 silly install browserify-cipher@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\browserify-cipher-efc2f18c
76623 info lifecycle browserify-cipher@1.0.0~install: browserify-cipher@1.0.0
76624 silly lifecycle browserify-cipher@1.0.0~install: no script for install, continuing
76625 silly install create-hmac@1.1.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\create-hmac-416fce8a
76626 info lifecycle create-hmac@1.1.6~install: create-hmac@1.1.6
76627 silly lifecycle create-hmac@1.1.6~install: no script for install, continuing
76628 silly install pbkdf2@3.0.14 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\pbkdf2-b883056b
76629 info lifecycle pbkdf2@3.0.14~install: pbkdf2@3.0.14
76630 silly lifecycle pbkdf2@3.0.14~install: no script for install, continuing
76631 silly install parse-asn1@5.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\parse-asn1-2930185d
76632 info lifecycle parse-asn1@5.1.0~install: parse-asn1@5.1.0
76633 silly lifecycle parse-asn1@5.1.0~install: no script for install, continuing
76634 silly install browserify-sign@4.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\browserify-sign-ede777dc
76635 info lifecycle browserify-sign@4.0.4~install: browserify-sign@4.0.4
76636 silly lifecycle browserify-sign@4.0.4~install: no script for install, continuing
76637 silly install public-encrypt@4.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\public-encrypt-712741fb
76638 info lifecycle public-encrypt@4.0.0~install: public-encrypt@4.0.0
76639 silly lifecycle public-encrypt@4.0.0~install: no script for install, continuing
76640 silly install crypto-browserify@3.12.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\crypto-browserify-0a817e8e
76641 info lifecycle crypto-browserify@3.12.0~install: crypto-browserify@3.12.0
76642 silly lifecycle crypto-browserify@3.12.0~install: no script for install, continuing
76643 silly install kind-of@2.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\kind-of-217a8b0f
76644 info lifecycle kind-of@2.0.1~install: kind-of@2.0.1
76645 silly lifecycle kind-of@2.0.1~install: no script for install, continuing
76646 silly install shallow-clone@0.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\shallow-clone-3a4eb5c3
76647 info lifecycle shallow-clone@0.1.2~install: shallow-clone@0.1.2
76648 silly lifecycle shallow-clone@0.1.2~install: no script for install, continuing
76649 silly install clone-deep@0.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\clone-deep-15b1a78d
76650 info lifecycle clone-deep@0.3.0~install: clone-deep@0.3.0
76651 silly lifecycle clone-deep@0.3.0~install: no script for install, continuing
76652 silly install shebang-regex@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\shebang-regex-ee7e583d
76653 info lifecycle shebang-regex@1.0.0~install: shebang-regex@1.0.0
76654 silly lifecycle shebang-regex@1.0.0~install: no script for install, continuing
76655 silly install shebang-command@1.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\shebang-command-959f3462
76656 info lifecycle shebang-command@1.2.0~install: shebang-command@1.2.0
76657 silly lifecycle shebang-command@1.2.0~install: no script for install, continuing
76658 silly install sigmund@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sigmund-a8add487
76659 info lifecycle sigmund@1.0.1~install: sigmund@1.0.1
76660 silly lifecycle sigmund@1.0.1~install: no script for install, continuing
76661 silly install editorconfig@0.13.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\editorconfig-4c0d3185
76662 info lifecycle editorconfig@0.13.3~install: editorconfig@0.13.3
76663 silly lifecycle editorconfig@0.13.3~install: no script for install, continuing
76664 silly install js-beautify@1.7.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\js-beautify-e0c764ca
76665 info lifecycle js-beautify@1.7.5~install: js-beautify@1.7.5
76666 silly lifecycle js-beautify@1.7.5~install: no script for install, continuing
76667 silly install signal-exit@3.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\signal-exit-8ce11448
76668 info lifecycle signal-exit@3.0.2~install: signal-exit@3.0.2
76669 silly lifecycle signal-exit@3.0.2~install: no script for install, continuing
76670 silly install loud-rejection@1.6.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\loud-rejection-d193acb0
76671 info lifecycle loud-rejection@1.6.0~install: loud-rejection@1.6.0
76672 silly lifecycle loud-rejection@1.6.0~install: no script for install, continuing
76673 silly install slash@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\slash-7c37b6c8
76674 info lifecycle slash@1.0.0~install: slash@1.0.0
76675 silly lifecycle slash@1.0.0~install: no script for install, continuing
76676 silly install sntp@1.0.9 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sntp-88381b84
76677 info lifecycle sntp@1.0.9~install: sntp@1.0.9
76678 silly lifecycle sntp@1.0.9~install: no script for install, continuing
76679 silly install hawk@3.1.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\hawk-109d6e49
76680 info lifecycle hawk@3.1.3~install: hawk@3.1.3
76681 silly lifecycle hawk@3.1.3~install: no script for install, continuing
76682 silly install sort-keys@1.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\sort-keys-b2cb9ade
76683 info lifecycle sort-keys@1.1.2~install: sort-keys@1.1.2
76684 silly lifecycle sort-keys@1.1.2~install: no script for install, continuing
76685 silly install source-list-map@2.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-list-map-17f5ea4c
76686 info lifecycle source-list-map@2.0.0~install: source-list-map@2.0.0
76687 silly lifecycle source-list-map@2.0.0~install: no script for install, continuing
76688 silly install source-map@0.5.7 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-map-4861680e
76689 info lifecycle source-map@0.5.7~install: source-map@0.5.7
76690 silly lifecycle source-map@0.5.7~install: no script for install, continuing
76691 silly install clean-css@4.1.9 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\clean-css-0351c13f
76692 info lifecycle clean-css@4.1.9~install: clean-css@4.1.9
76693 silly lifecycle clean-css@4.1.9~install: no script for install, continuing
76694 silly install source-map-support@0.4.18 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-map-support-b457490c
76695 info lifecycle source-map-support@0.4.18~install: source-map-support@0.4.18
76696 silly lifecycle source-map-support@0.4.18~install: no script for install, continuing
76697 silly install spdx-expression-parse@1.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\spdx-expression-parse-18864bfc
76698 info lifecycle spdx-expression-parse@1.0.4~install: spdx-expression-parse@1.0.4
76699 silly lifecycle spdx-expression-parse@1.0.4~install: no script for install, continuing
76700 silly install spdx-license-ids@1.2.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\spdx-license-ids-7451c74d
76701 info lifecycle spdx-license-ids@1.2.2~install: spdx-license-ids@1.2.2
76702 silly lifecycle spdx-license-ids@1.2.2~install: no script for install, continuing
76703 silly install spdx-correct@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\spdx-correct-3a744123
